country_code,country_name,country_flag_link
020,安道爾,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Flag_of_Andorra.svg/300px-Flag_of_Andorra.svg.png
784,阿聯,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Flag_of_the_United_Arab_Emirates.svg/300px-Flag_of_the_United_Arab_Emirates.svg.png
004,阿富汗,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Flag_of_Afghanistan.svg/300px-Flag_of_Afghanistan.svg.png
028,安地卡及巴布達,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Flag_of_Antigua_and_Barbuda.svg/300px-Flag_of_Antigua_and_Barbuda.svg.png
660,安圭拉,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Flag_of_Anguilla.svg/300px-Flag_of_Anguilla.svg.png
008,阿爾巴尼亞,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Flag_of_Albania.svg/300px-Flag_of_Albania.svg.png
051,亞美尼亞,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Flag_of_Armenia.svg/300px-Flag_of_Armenia.svg.png
024,安哥拉,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Flag_of_Angola.svg/300px-Flag_of_Angola.svg.png
010,南極洲,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Flag_of_Antarctica.svg/300px-Flag_of_Antarctica.svg.png
032,阿根廷,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Flag_of_Argentina.svg/300px-Flag_of_Argentina.svg.png
016,美屬薩摩亞,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Flag_of_American_Samoa.svg/300px-Flag_of_American_Samoa.svg.png
040,奧地利,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Flag_of_Austria.svg/300px-Flag_of_Austria.svg.png
036,澳大利亞,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Flag_of_Australia.svg/300px-Flag_of_Australia.svg.png
533,阿魯巴,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Flag_of_Aruba.svg/300px-Flag_of_Aruba.svg.png
248,奧蘭,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Flag_of_%C3%85land.svg/300px-Flag_of_%C3%85land.svg.png
031,亞塞拜然,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Flag_of_Azerbaijan.svg/300px-Flag_of_Azerbaijan.svg.png
070,波士尼亞與赫塞哥維納,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Flag_of_Bosnia_and_Herzegovina.svg/300px-Flag_of_Bosnia_and_Herzegovina.svg.png
052,巴貝多,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Flag_of_Barbados.svg/300px-Flag_of_Barbados.svg.png
050,孟加拉國,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Flag_of_Bangladesh.svg/300px-Flag_of_Bangladesh.svg.png
056,比利時,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_Belgium_%28civil%29.svg/300px-Flag_of_Belgium_%28civil%29.svg.png
854,布吉納法索,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Flag_of_Burkina_Faso.svg/300px-Flag_of_Burkina_Faso.svg.png
100,保加利亞,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Flag_of_Bulgaria.svg/300px-Flag_of_Bulgaria.svg.png
048,巴林,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Flag_of_Bahrain.svg/300px-Flag_of_Bahrain.svg.png
108,蒲隆地,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Flag_of_Burundi.svg/300px-Flag_of_Burundi.svg.png
204,貝南,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Flag_of_Benin.svg/300px-Flag_of_Benin.svg.png
652,聖巴泰勒米,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/300px-Flag_of_France.svg.png
060,百慕達,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Flag_of_Bermuda.svg/300px-Flag_of_Bermuda.svg.png
096,汶萊,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Flag_of_Brunei.svg/300px-Flag_of_Brunei.svg.png
068,玻利維亞,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Flag_of_Bolivia.svg/300px-Flag_of_Bolivia.svg.png
535,加勒比荷蘭,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Flag_of_the_Netherlands.svg/300px-Flag_of_the_Netherlands.svg.png
076,巴西,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Flag_of_Brazil.svg/300px-Flag_of_Brazil.svg.png
044,巴哈馬,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Flag_of_the_Bahamas.svg/300px-Flag_of_the_Bahamas.svg.png
064,不丹,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Flag_of_Bhutan.svg/300px-Flag_of_Bhutan.svg.png
074,布韋島,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Flag_of_Norway.svg/300px-Flag_of_Norway.svg.png
072,波札那,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Flag_of_Botswana.svg/300px-Flag_of_Botswana.svg.png
112,白俄羅斯,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Flag_of_Belarus.svg/300px-Flag_of_Belarus.svg.png
084,貝里斯,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Flag_of_Belize.svg/300px-Flag_of_Belize.svg.png
124,加拿大,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Flag_of_Canada.svg/300px-Flag_of_Canada.svg.png
166,科科斯（基林）群島,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Flag_of_the_Cocos_%28Keeling%29_Islands.svg/300px-Flag_of_the_Cocos_%28Keeling%29_Islands.svg.png
180,剛果民主共和國,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Flag_of_the_Democratic_Republic_of_the_Congo.svg/300px-Flag_of_the_Democratic_Republic_of_the_Congo.svg.png
140,中非,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Flag_of_the_Central_African_Republic.svg/300px-Flag_of_the_Central_African_Republic.svg.png
178,剛果共和國,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_the_Republic_of_the_Congo.svg/300px-Flag_of_the_Republic_of_the_Congo.svg.png
756,瑞士,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Flag_of_Switzerland.svg/16px-Flag_of_Switzerland.svg.png
384,象牙海岸,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_C%C3%B4te_d%27Ivoire.svg/300px-Flag_of_C%C3%B4te_d%27Ivoire.svg.png
184,庫克群島,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Flag_of_the_Cook_Islands.svg/300px-Flag_of_the_Cook_Islands.svg.png
152,智利,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Flag_of_Chile.svg/300px-Flag_of_Chile.svg.png
120,喀麥隆,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Flag_of_Cameroon.svg/300px-Flag_of_Cameroon.svg.png
156,中國,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Flag_of_the_People%27s_Republic_of_China.svg/300px-Flag_of_the_People%27s_Republic_of_China.svg.png
170,哥倫比亞,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Flag_of_Colombia.svg/300px-Flag_of_Colombia.svg.png
188,哥斯大黎加,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Flag_of_Costa_Rica.svg/300px-Flag_of_Costa_Rica.svg.png
192,古巴,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Flag_of_Cuba.svg/300px-Flag_of_Cuba.svg.png
132,維德角,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Flag_of_Cape_Verde.svg/300px-Flag_of_Cape_Verde.svg.png
531,庫拉索,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Flag_of_Cura%C3%A7ao.svg/300px-Flag_of_Cura%C3%A7ao.svg.png
162,聖誕島,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Flag_of_Christmas_Island.svg/300px-Flag_of_Christmas_Island.svg.png
196,賽普勒斯,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Flag_of_Cyprus.svg/300px-Flag_of_Cyprus.svg.png
203,捷克,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Flag_of_the_Czech_Republic.svg/300px-Flag_of_the_Czech_Republic.svg.png
276,德國,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Flag_of_Germany.svg/300px-Flag_of_Germany.svg.png
262,吉布地,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Flag_of_Djibouti.svg/300px-Flag_of_Djibouti.svg.png
208,丹麥,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Flag_of_Denmark.svg/300px-Flag_of_Denmark.svg.png
212,多米尼克,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Flag_of_Dominica.svg/300px-Flag_of_Dominica.svg.png
214,多明尼加,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Flag_of_the_Dominican_Republic.svg/300px-Flag_of_the_Dominican_Republic.svg.png
012,阿爾及利亞,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Flag_of_Algeria.svg/300px-Flag_of_Algeria.svg.png
218,厄瓜多,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Flag_of_Ecuador.svg/300px-Flag_of_Ecuador.svg.png
233,愛沙尼亞,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Flag_of_Estonia.svg/300px-Flag_of_Estonia.svg.png
818,埃及,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Egypt.svg/300px-Flag_of_Egypt.svg.png
732,撒拉威阿拉伯民主共和國,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Flag_of_the_Sahrawi_Arab_Democratic_Republic.svg/300px-Flag_of_the_Sahrawi_Arab_Democratic_Republic.svg.png
232,厄利垂亞,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Flag_of_Eritrea.svg/300px-Flag_of_Eritrea.svg.png
724,西班牙,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Flag_of_Spain.svg/300px-Flag_of_Spain.svg.png
231,衣索比亞,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Flag_of_Ethiopia.svg/300px-Flag_of_Ethiopia.svg.png
246,芬蘭,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Flag_of_Finland.svg/300px-Flag_of_Finland.svg.png
242,斐濟,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Flag_of_Fiji.svg/300px-Flag_of_Fiji.svg.png
238,福克蘭群島,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Flag_of_the_Falkland_Islands.svg/300px-Flag_of_the_Falkland_Islands.svg.png
583,密克羅尼西亞聯邦,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Flag_of_the_Federated_States_of_Micronesia.svg/300px-Flag_of_the_Federated_States_of_Micronesia.svg.png
234,法羅群島,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Flag_of_the_Faroe_Islands.svg/300px-Flag_of_the_Faroe_Islands.svg.png
250,法國,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/300px-Flag_of_France.svg.png
266,加彭,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Flag_of_Gabon.svg/300px-Flag_of_Gabon.svg.png
826,英國,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Flag_of_the_United_Kingdom.svg/300px-Flag_of_the_United_Kingdom.svg.png
308,格瑞那達,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Flag_of_Grenada.svg/300px-Flag_of_Grenada.svg.png
268,喬治亞,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Flag_of_Georgia.svg/300px-Flag_of_Georgia.svg.png
254,法屬圭亞那,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/300px-Flag_of_France.svg.png
831,根西,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Flag_of_Guernsey.svg/300px-Flag_of_Guernsey.svg.png
288,加納,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Flag_of_Ghana.svg/300px-Flag_of_Ghana.svg.png
292,直布羅陀,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Flag_of_Gibraltar.svg/300px-Flag_of_Gibraltar.svg.png
304,格陵蘭,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Flag_of_Greenland.svg/300px-Flag_of_Greenland.svg.png
270,甘比亞,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Flag_of_The_Gambia.svg/300px-Flag_of_The_Gambia.svg.png
324,幾內亞,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Flag_of_Guinea.svg/300px-Flag_of_Guinea.svg.png
312,瓜德羅普,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/300px-Flag_of_France.svg.png
226,赤道幾內亞,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Flag_of_Equatorial_Guinea.svg/300px-Flag_of_Equatorial_Guinea.svg.png
300,希臘,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Flag_of_Greece.svg/300px-Flag_of_Greece.svg.png
239,南喬治亞和南桑威奇群島,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Flag_of_South_Georgia_and_the_South_Sandwich_Islands.svg/300px-Flag_of_South_Georgia_and_the_South_Sandwich_Islands.svg.png
320,瓜地馬拉,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Flag_of_Guatemala.svg/300px-Flag_of_Guatemala.svg.png
316,關島,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Flag_of_Guam.svg/300px-Flag_of_Guam.svg.png
624,幾內亞比索,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Flag_of_Guinea-Bissau.svg/300px-Flag_of_Guinea-Bissau.svg.png
328,蓋亞那,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Flag_of_Guyana.svg/300px-Flag_of_Guyana.svg.png
344,香港,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Flag_of_Hong_Kong.svg/300px-Flag_of_Hong_Kong.svg.png
334,赫德島和麥克唐納群島,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Flag_of_Australia.svg/300px-Flag_of_Australia.svg.png
340,宏都拉斯,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Flag_of_Honduras.svg/300px-Flag_of_Honduras.svg.png
191,克羅埃西亞,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Flag_of_Croatia.svg/300px-Flag_of_Croatia.svg.png
332,海地,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Flag_of_Haiti.svg/300px-Flag_of_Haiti.svg.png
348,匈牙利,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Flag_of_Hungary.svg/300px-Flag_of_Hungary.svg.png
360,印尼,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Flag_of_Indonesia.svg/300px-Flag_of_Indonesia.svg.png
372,愛爾蘭,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Flag_of_Ireland.svg/300px-Flag_of_Ireland.svg.png
376,以色列,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Flag_of_Israel.svg/300px-Flag_of_Israel.svg.png
833,曼島,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Flag_of_the_Isle_of_Mann.svg/300px-Flag_of_the_Isle_of_Mann.svg.png
356,印度,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Flag_of_India.svg/300px-Flag_of_India.svg.png
086,英屬印度洋領地,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Flag_of_the_British_Indian_Ocean_Territory.svg/300px-Flag_of_the_British_Indian_Ocean_Territory.svg.png
368,伊拉克,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Flag_of_Iraq.svg/300px-Flag_of_Iraq.svg.png
364,伊朗,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Flag_of_Iran.svg/300px-Flag_of_Iran.svg.png
352,冰島,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Flag_of_Iceland.svg/300px-Flag_of_Iceland.svg.png
380,義大利,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Flag_of_Italy.svg/300px-Flag_of_Italy.svg.png
832,澤西,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Flag_of_Jersey.svg/300px-Flag_of_Jersey.svg.png
388,牙買加,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Flag_of_Jamaica.svg/300px-Flag_of_Jamaica.svg.png
400,約旦,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Flag_of_Jordan.svg/300px-Flag_of_Jordan.svg.png
392,日本,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Flag_of_Japan.svg/300px-Flag_of_Japan.svg.png
404,肯亞,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Flag_of_Kenya.svg/300px-Flag_of_Kenya.svg.png
417,吉爾吉斯,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Flag_of_Kyrgyzstan.svg/300px-Flag_of_Kyrgyzstan.svg.png
116,柬埔寨,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Flag_of_Cambodia.svg/300px-Flag_of_Cambodia.svg.png
296,吉里巴斯,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Flag_of_Kiribati.svg/300px-Flag_of_Kiribati.svg.png
174,葛摩,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Flag_of_the_Comoros.svg/300px-Flag_of_the_Comoros.svg.png
659,聖克里斯多福及尼維斯,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Saint_Kitts_and_Nevis.svg/300px-Flag_of_Saint_Kitts_and_Nevis.svg.png
408,北韓,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Flag_of_North_Korea.svg/300px-Flag_of_North_Korea.svg.png
410,韓國,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Flag_of_South_Korea.svg/300px-Flag_of_South_Korea.svg.png
414,科威特,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Flag_of_Kuwait.svg/300px-Flag_of_Kuwait.svg.png
